"uid","title","species"
=======
>>>>>>> 254c1b708781ede9a3e69a06635476196c0c6534
"WOS:000295104700009","Effects of manure nitrogen on vegetables' yield and nitrogen efficiency in Tanzania","Rapa rapa"
"WOS:000295185300004","Genetic Structure of Xiphinema pachtaicum and X. index Populations Based on Mitochondrial DNA Variation","Pellioditis marina"
"WOS:000295190900001","Kinetic studies of peroxiredoxin 6 from Arenicola marina: Rapid oxidation by hydrogen peroxide and peroxynitrite but lack of reduction by hydrogen sulfide","Arenicola marina"
"WOS:000295198300007","Search for first generation scalar leptoquarks in the e nu jj channel in pp collisions at root s=7 TeV","Exotica exotica"
<<<<<<< HEAD
"WOS:000295241500018","Comprehensive two-dimensional gas chromatography-time-of-flight mass spectrometry for the identification of organobrominated compounds in bluefin tuna","Thynnus thynnus"
=======
>>>>>>> 254c1b708781ede9a3e69a06635476196c0c6534
"WOS:000295299200010","Effect of food preservation on the grazing behavior and on the gut flora of the harpacticoid copepod Paramphiascella fulvofasciata","Paramphiascella fulvofasciata"
"WOS:000295307800016","Metallothioneins failed to reflect mercury external levels of exposure and bioaccumulation in marine fish - Considerations on tissue and species specific responses","Aurata aurata"
"WOS:000295327000009","Pigment-dispersing hormone in Daphnia interneurons, one type homologous to insect clock neurons displaying circadian rhythmicity","Carcinus maenas"
"WOS:000295420000004","Surface microbial consortia from Livarot, a French smear-ripened cheese","Box vulgaris"
"WOS:000295429000009","Morphological Variation in Head Shape of Pipefishes and Seahorses in Relation to Snout Length and Developmental Growth","Hippocampus reidi"
"WOS:000295431900002","Macrofauna under sea ice and in the open surface layer of the Lazarev Sea, Southern Ocean","Sagitta gazellae"
"WOS:000295493100041","Blood dynamics of mercury and selenium in northern elephant seals during the lactation period","Phocoenoides dalli"
"WOS:000295493100051","Monitoring plastic ingestion by the northern fulmar Fulmarus glacialis in the North Sea","Fulmarus glacialis"
<<<<<<< HEAD
"WOS:000295543200008","The effect of the dominant polychaete Scolelepis squamata on nematode colonisation in sandy beach sediments: An experimental approach","Scolelepis squamata"
=======
"WOS:000295543200008","The effect of the dominant polychaete Scolelepis squamata on nematode colonisation in sandy beach sediments: An experimental approach","Enoplolaimus litoralis"
>>>>>>> 254c1b708781ede9a3e69a06635476196c0c6534
"WOS:000295551900006","A non-invasive approach to study lifetime exposure and bioaccumulation of PCBs in protected marine mammals: PBPK modeling in harbor porpoises","Phocoena phocoena"
"WOS:000295562100009","Consumption and digestion of suspended microbes by juvenile Pacific white shrimp Litopenaeus vannamei","Nannochloropsis salina"
"WOS:000295602700011","Genomics, Transcriptomics, and Peptidomics of Daphnia pulex Neuropeptides and Protein Hormones","Homarus americanus"
"WOS:000295673800011","The secondary substrate binding site of the Pseudoalteromonas haloplanktis GH8 xylanase is relevant for activity on insoluble but not soluble substrates","Pseudoalteromonas haloplanktis"
"WOS:000295703100013","Influence of over-expression of cytosolic aspartate aminotransferase on amino acid metabolism and defence responses against Botrytis cinerea infection in Arabidopsis thaliana","Botrytis cinerea"
"WOS:000295745200073","Apoptosis-inducing antifungal peptides and proteins","Aspergillus nidulans"
"WOS:000295762400013","Iron-limitation and high light stress on phytoplankton populations from the Australian Sub-Antarctic Zone (SAZ)","Phaeocystis antarctica"
"WOS:000295762400014","Bacterial abundance and production in epipelagic and mesopelagic waters in the Subantarctic and Polar Front zones south of Tasmania","Phaeocystis antarctica"
"WOS:000295894000002","First record of a landlocked population of marine Millerigobius macrocephalus (Perciformes: Gobiidae): Observations from a unique spring-fed karstic lake (Lake Vouliagmeni, Greece) and phylogenetic positioning","Millerigobius macrocephalus"
"WOS:000295897500005","A new deep-sea Liljeborgia (Crustacea: Amphipoda: Liljeborgiidae) from the DIVA II cruise in the equatorial eastern Atlantic","Liljeborgia mozambica"
"WOS:000295915000038","Influence of Drying and Storage on Lipid and Carotenoid Stability of the Microalga Phaeodactylum tricornutum","Phaeodactylum tricornutum"
<<<<<<< HEAD
"WOS:000295918300003","Two new brackish-water species of Testudinella (Rotifera: Testudinellidae) from Qi'ao Island in the Pearl River estuary, China, with a key to marine and brackish-water Testudinella","Testudinella obscura"
=======
"WOS:000295918300003","Two new brackish-water species of Testudinella (Rotifera: Testudinellidae) from Qi'ao Island in the Pearl River estuary, China, with a key to marine and brackish-water Testudinella","Brachionus plicatilis"
>>>>>>> 254c1b708781ede9a3e69a06635476196c0c6534
"WOS:000296045600003","Physico-chemical characteristics of the improved extensive shrimp farming system in the Mekong Delta of Vietnam","Penaeus monodon"
"WOS:000296059600030","Cornelius Gemma: Cosmology, Medicine, and Natural Philosophy in Renaissance Louvain","Gemma gemma"
"WOS:000296072200013","POLYMERASE-DEPENDENT DNA SYNTHESIS FROM PHOSPHORAMIDATE-ACTIVATED NUCLEOTIDES","Thermococcus litoralis"
"WOS:000296082500001","Free-living nematodes from a colonisation experiment in the upwelling area of Arraial do Cabo, Rio de Janeiro, Brazil: Lavareda decraemerae gen. n., sp n. and emended diagnosis of Cricolaimus Southern, 1914 (Plectida: Rhadinematidae)","Lavareda decraemerae"
"WOS:000296089500009","Trapping in three-planet resonances during gas-driven migration","Planes major"
"WOS:000296186900066","Who Is in There? Exploration of Endophytic Bacteria within the Siphonous Green Seaweed Bryopsis (Bryopsidales, Chlorophyta)","Laminaria saccharina"
"WOS:000296254400032","Genomic and Proteomic Characterization of the Broad-Host-Range Salmonella Phage PVP-SE1: Creation of a New Phage Genus","Bacillus phage G"
"WOS:000296398800015","Vibrio atlanticus sp nov and Vibrio artabrorum sp nov., isolated from the clams Ruditapes philippinarum and Ruditapes decussatus","Ruditapes philippinarum"
"WOS:000296407800002","The cDNA sequence of three hemocyanin subunits from the garden snail Helix lucorum","Rapana venosa"
"WOS:000296429000008","Exploration of Atmospheric Pressure Plasma Nanofilm Technology for Straightforward Bio-Active Coating Deposition: Enzymes, Plasmas and Polymers, an Elegant Synergy(a)","Pyrococcus abyssi"
"WOS:000296521400015","High Prevalence of Primary Multidrug Resistant Tuberculosis in Persons with No Known Risk Factors","Lima lima"
"WOS:000296559600005","EARLY DEVELOPMENTAL ACTIONS OF ENDOCRINE DISRUPTORS ON THE HYPOTHALAMUS, HIPPOCAMPUS, AND CEREBRAL CORTEX","Hippocampus hippocampus"
"WOS:000296706400015","Modelling stress in the feeding apparatus of seahorses and pipefishes (Teleostei: Syngnathidae)","Hippocampus reidi"
"WOS:000296738900001","Identification and localization of the structural proteins of anguillid herpesvirus 1","Anguillid herpesvirus 1"
"WOS:000296793300028","Crystallization and preliminary X-ray crystallographic analysis of putative tRNA-modification enzymes from Pyrococcus furiosus and Thermus thermophilus","Pyrococcus furiosus"
"WOS:000296876900003","A new Clathria (Demospongiae, Microcionidae) from Peru occurring on rocky substrates as well as epibiontic on Eucidaris thouarsii sea urchins","Eucidaris thouarsii"
"WOS:000296879700001","Freshwater Dalyelliidae from the Nearctic (Platyhelminthes, Rhabdocoela): new taxa and records from Ontario, Canada and Michigan and Alabama, USA","Castrella (Castrella) truncata"
"WOS:000296929200001","Dissolution susceptibility of Paleocene-Eocene planktic foraminifera: Implications for palaeoceanographic reconstructions","Morozovella velascoensis"
"WOS:000296941300019","Mitochondrial targeting of peroxiredoxin 5 is preserved from annelids to mammals but is absent in pig Sus scrofa domesticus","Arenicola marina"
"WOS:000296977200003","Koinocystididae and Gnathorhynchidae (Platyhelminthes: Rhabdocoela: Kalyptorhynchia) from the Galapagos, with the description of three new species","Prognathorhynchus eurytuba"
"WOS:000297003200002","Pelvic Exenteration: Surgical Aspects and Analysis of Early and Late Morbidity in a Series of 106 Patients","Planes major"
"WOS:000297089000007","Multi-scale mineralogical characterization of the hypercalcified sponge Petrobiona massiliana (Calcarea, Calcaronea)","Petrobiona massiliana"
"WOS:000297091100008","General and maladaptive traits and anger in a combined forensic psychiatric and general population sample","Costa costa"
"WOS:000297135900003","Realistic 3D Computer Model of the Gerbil Middle Ear, Featuring Accurate Morphology of Bone and Soft Tissue Structures","Malleus malleus"
"WOS:000297136000004","Spermatogenesis and the structure of the testes in Nemertodermatida","Nemertoderma westbladi"
"WOS:000297142900001","Effects of barium and cadmium on the population development of the marine nematode Rhabditis (Pellioditis) marina","Rhabditis (Pellioditis) marina"
"WOS:000297170700003","Phylogenetic analysis of oligochaete Tubificinae (Annelida: Clitellata) based on mitochondrial sequence data","Heterochaeta costata"
"WOS:000297182400003","ASSESSING PALEOTEMPERATURE AND SEASONALITY DURING THE EARLY EOCENE CLIMATIC OPTIMUM (EECO) IN THE BELGIAN BASIN BY MEANS OF FISH OTOLITH STABLE O AND C ISOTOPES","Gadus morhua"
"WOS:000297182400005","CARCHARIAS VORAX (LE HON, 1871) (CHONDRICHTHYES, LAMNIFORMES), FROM THE MIOCENE OF BELGIUM: REDESCRIPTION AND DESIGNATION OF A NEOTYPE AND PARANEOTYPE","Carcharias vorax"
"WOS:000297202300017","A major feeding ground for cetaceans and seabirds in the south-western Greenland Sea","Megaptera novaeangliae"
"WOS:000297202900013","Stable isotopes in southern rockhopper penguins: foraging areas and sexual diVerences in the non-breeding period","Eudyptes chrysocome"
"WOS:000297279700002","Invasive Mold Infections in Chronic Granulomatous Disease: A 25-Year Retrospective Survey","Aspergillus nidulans"
"WOS:000297382700052","Efficient Reduction of Nitrobenzene to Aniline with a Biocatalyzed Cathode","Enterococcus aquimarinus"
"WOS:000297384600004","Quantification of Skin Marker Movement at the Malleoli and Talar Heads","Planes major"
"WOS:000297555400058","Stable Isotope Evidence for Late Medieval (14th-15th C) Origins of the Eastern Baltic Cod (Gadus morhua) Fishery","Gadus morhua"
"WOS:000297555400110","Intra-Clutch Ratio of Yolk Progesterone Level Changes with Laying Date in Rockhopper Penguins: A Strategy to Influence Brood Reduction?","Eudyptes chrysocome"
"WOS:000297564600017","Subfossil ostracode assemblages from Mongolia - Quantifying response for paleolimnological applications","Limnocythere inopinata"
"WOS:000297589400006","Optimization of Heat Processing of Farmed Atlantic Cod (Gadus morhua) Muscle with Respect to Cook Loss, Water Holding Capacity, Color, and Texture","Gadus morhua"
"WOS:000297691900022","Statistical Merits and Economic Evaluation of T-2 Control Charts with the VSSC Scheme","Costa costa"
"WOS:000297740100007","Phylogenetics and biogeography of the Balkan sand gobies' (Teleostei: Gobiidae): vulnerable species in need of taxonomic revision","Pomatoschistus minutus"
"WOS:000297778200014","Regulation of virulence factors by quorum sensing in Vibrio harveyi","Penaeus monodon"
"WOS:000297792400031","Novel Tools for Conservation Genomics: Comparing Two High-Throughput Approaches for SNP Discovery in the Transcriptome of the European Hake","Merluccius merluccius"
"WOS:000297873100001","Purification of a new fungal mannose-specific lectin from Penicillium chrysogenum and its aphicidal properties","Penicillium chrysogenum"
<<<<<<< HEAD
"WOS:000297950000004","Is the adhesive material secreted by sea urchin tube feet species-specific?","Sphaerechinus granularis"
"WOS:000298007700009","The Australasian species of Lactarius subgenus Gerardii (Russulales)","Lactarius lactarius"
"WOS:000298057100003","Fish assemblages across a salinity gradient in the Zeeschelde estuary (Belgium)","Solea solea"
=======
"WOS:000297950000004","Is the adhesive material secreted by sea urchin tube feet species-specific?","Asterias rubens"
"WOS:000298007700009","The Australasian species of Lactarius subgenus Gerardii (Russulales)","Lactarius lactarius"
"WOS:000298057100003","Fish assemblages across a salinity gradient in the Zeeschelde estuary (Belgium)","Clupea harengus"
>>>>>>> 254c1b708781ede9a3e69a06635476196c0c6534
"WOS:000298057100006","The harbour porpoise Phocoena phocoena in the Belgian part of the North Sea: trends in abundance and distribution","Phocoena phocoena"
"WOS:000298084500008","EFFECT OF ORGANIC FERTILIZERS ON NITRATE ACCUMULATION IN VEGETABLES AND MINERAL NITROGEN IN TROPICAL SOILS OF MOROGORO, TANZANIA","Rapa rapa"
"WOS:000298120600056","Effects of field contamination by metals (Cd, Cu, Pb, Zn) on biometry and mechanics of echinoderm ossicles","Paracentrotus lividus"
"WOS:000298204000009","Biotically constrained palaeoenvironmental conditions of a mid-Holocene intertidal lagoon on the southern shore of the Arabian Gulf: evidence associated with a whale skeleton at Musaffah, Abu Dhabi, UAE","Megaptera novaeangliae"
"WOS:000298270200019","New Amphicocconeis species off Mascarenes (Western Indian Ocean) and related taxa","Psammococconeis disculoides"
"WOS:000298273200054","Biochemical characteristics of Trametes multicolor pyranose oxidase and Aspergillus niger glucose oxidase and implications for their functionality in wheat flour dough","Aspergillus niger"
"WOS:000298301200011","Intrapopulation variations in diet and habitat use in a marine apex predator, the broadnose sevengill shark Notorynchus cepedianus","Notorynchus cepedianus"
"WOS:000298302500005","Long-term mangrove forest development in Sri Lanka: early predictions evaluated against outcomes using VHR remote sensing and VHR ground-truth data","Rhizophora apiculata"
"WOS:000298333400007","Effects of body size on sex-related migration vary between two closely related gull species with similar size dimorphism","Larus fuscus"
"WOS:000298366600009","Quantifying the Interplay between Environmental and Social Effects on Aggregated-Fish Dynamics","Selar crumenophthalmus"
"WOS:000298452500029","Chemometric tools to evaluate the spatial distribution of trace metals in surface sediments of two Spanish rias","Mytilus galloprovincialis"
"WOS:000298534300018","Oil droplets do not affect assimilation and survival probability of first feeding larvae of North-East Arctic cod","Gadus morhua"
"WOS:000298535600008","Biogeochemical response of Emiliania huxleyi (PML B92/11) to elevated CO2 and temperature under phosphorous limitation: A chemostat study","Emiliania huxleyi"
<<<<<<< HEAD
"WOS:000298569700049","Physiological and proteomic evidences that domestication process differentially modulates the immune status of juvenile Eurasian perch (Perca fluviatilis) under chronic confinement stress","Sparus aurata"
"WOS:000298571800018","Use of deferiprone for the treatment of hepatic iron storage disease in three hornbills","Chelator vulgaris"
"WOS:000298585000022","Permanent Genetic Resources added to Molecular Ecology Resources Database 1 August 2011-30 September 2011","Scophthalmus rhombus"
"WOS:000298623400035","Vibrio variabilis sp nov and Vibrio maritimus sp nov., isolated from Palythoa caribaeorum","Palythoa variabilis"
"WOS:000298751300042","Characterization and expression profile analysis of a sucrose synthase gene from common bean (Phaseolus vulgaris L.) during seed development","Phaseolus faba"
"WOS:000298795600012","Phytoextraction of toxic metals: a central role for glutathione","Chelator vulgaris"
"WOS:000298811900014","TRPV1 Channel as New Target for Marine Toxins: Example of Gigantoxin I, a Sea Anemone Toxin Acting Via Modulation of the PLA(2) Pathway","Stichodactyla helianthus"
=======
"WOS:000298569700049","Physiological and proteomic evidences that domestication process differentially modulates the immune status of juvenile Eurasian perch (Perca fluviatilis) under chronic confinement stress","Perca aurata"
"WOS:000298571800018","Use of deferiprone for the treatment of hepatic iron storage disease in three hornbills","Chelator vulgaris"
"WOS:000298585000022","Permanent Genetic Resources added to Molecular Ecology Resources Database 1 August 2011-30 September 2011","Rhombus maximus"
"WOS:000298623400035","Vibrio variabilis sp nov and Vibrio maritimus sp nov., isolated from Palythoa caribaeorum","Palythoa variabilis"
"WOS:000298751300042","Characterization and expression profile analysis of a sucrose synthase gene from common bean (Phaseolus vulgaris L.) during seed development","Phaseolus faba"
"WOS:000298795600012","Phytoextraction of toxic metals: a central role for glutathione","Chelator vulgaris"
>>>>>>> 254c1b708781ede9a3e69a06635476196c0c6534
"WOS:000298837000001","An Intermediate in the evolution of superfast sonic muscles","Opsanus tau"
"WOS:000298860800001","Life without a cell membrane: Challenging the specificity of bacterial endophytes within Bryopsis (Bryopsidales, Chlorophyta)","Bryopsis plumosa"
"WOS:000298905300031","Choose of Heavy Metals Pollution Biomonitors: A Critic of the Method that uses Sediments total Metals Concentration as the Benchmark","Fucus vesiculosus"
"WOS:000298912900016","Bio-ORACLE: a global environmental dataset for marine species distribution modelling","Codium fragile"
"WOS:000298929200017","Variability of Non-Polar Secondary Metabolites in the Red Alga Portieria","Portieria hornemannii"
<<<<<<< HEAD
"WOS:000298945600001","NUMERICAL MODELS OF SALT MARSH EVOLUTION: ECOLOGICAL, GEOMORPHIC, AND CLIMATIC FACTORS","Spartina alterniflora"
"WOS:000298983000005","Preliminary study on the activity of protease enzymes in Persian sturgeon (Acipenser persicus Borodin, 1897) larvae in response to different diets: effects on growth and survival","Sparus aurata"
=======
"WOS:000298983000005","Preliminary study on the activity of protease enzymes in Persian sturgeon (Acipenser persicus Borodin, 1897) larvae in response to different diets: effects on growth and survival","Aurata aurata"
>>>>>>> 254c1b708781ede9a3e69a06635476196c0c6534
"WOS:000298996900022","Differential gene expression analysis in Enchytraeus albidus exposed to natural and chemical stressors at different exposure periods","Enchytraeus albidus"
"WOS:000298996900028","Species-specific responsiveness of four enzymes to endosulfan and predation risk questions their usefulness as general biomarkers","Penaeus monodon"
"WOS:000299002900005","Large-scale experiments on wave propagation over Posidonia oceanica","Posidonia oceanica"
"WOS:000299033900003","Diet and gut microorganisms of Munidopsis squat lobsters associated with natural woods and mesh-enclosed substrates in the deep South Pacific","Munidopsis pilosa"
"WOS:000299108500005","Feeding Cells Induced by Phytoparasitic Nematodes Require gamma-Tubulin Ring Complex for Microtubule Reorganization","Aspergillus nidulans"
"WOS:000299120100038","Anaerobic digestibility of marine microalgae Phaeodactylum tricornutum in a lab-scale anaerobic membrane bioreactor","Phaeodactylum tricornutum"
"WOS:000299138700027","PRODUCTION AND MARKETING TRENDS OF THE CULTURED MEDITERRANEAN MUSSEL MYTILUS GALLOPROVINCIALIS LAMARCK 1819, IN GREECE","Ruditapes decussatus"
"WOS:000299154400014","Chemical Variation of Essential Oil Constituents of Ocimum gratissimum L. from Benin, and Impact on Antimicrobial Properties and Toxicity against Artemia salina Leach","Artemia salina"
<<<<<<< HEAD
"WOS:000299159500002","An integrative approach to characterize cryptic species in the Thoracostoma trachygaster Hope, 1967 complex (Nematoda: Leptosomatidae)","Thoracostoma trachygaster"
"WOS:000299171200002","Moult cycle of laboratory-raised Penaeus (Litopenaeus) vannamei and P. monodon","Penaeus vannamei"
"WOS:000299178100011","Characterization of New Alternaria alternata-Specific Rat Monoclonal Antibodies","Stachybotrys chartarum"
=======
"WOS:000299159500002","An integrative approach to characterize cryptic species in the Thoracostoma trachygaster Hope, 1967 complex (Nematoda: Leptosomatidae)","Pellioditis marina"
"WOS:000299171200002","Moult cycle of laboratory-raised Penaeus (Litopenaeus) vannamei and P. monodon","Penaeus vannamei"
"WOS:000299178100011","Characterization of New Alternaria alternata-Specific Rat Monoclonal Antibodies","Alternaria alternata"
>>>>>>> 254c1b708781ede9a3e69a06635476196c0c6534
"WOS:000299182500010","Salinity effects on the coexistence of cryptic species: a case study on marine nematodes","Rhabditis (Pellioditis) marina"
"WOS:000299276300001","Assessing forest products usage and local residents' perception of environmental changes in peri-urban and rural mangroves of Cameroon, Central Africa","Nypa fruticans"
"WOS:000299352000019","A new species of Lactarius (subgenus Gerardii) from two relict Fagus grandifolia var. mexicana populations in Mexican montane cloud forests","Lactarius lactarius"
"WOS:000299384100013","Integrating molecular identification of pelagic eggs with geostatistical mapping to improve the delineation of North Sea fish spawning grounds","Limanda limanda"
"WOS:000299398600194","KINETICS OF IL-7 AND IL-15 LEVELS AFTER ALLOGENEIC PERIPHERAL BLOOD STEM CELL TRANSPLANTATION (ALLO-PBSCT) FOLLOWING HIGH-DOSE OR NONMYELOABLATIVE CONDITIONING","Allo allo"
"WOS:000299418700317","SEXUAL REPRODUCTION AND HAPLOID PARTHENOGENESIS IN THE RAPHID DIATOM AMPHORA COMMUTATA","Amphora commutata"
"WOS:000299499700008","Species of the Cocconeis peltoides group with a marginal row of unusual processes (Mascarenes and Kerguelen Islands, Indian Ocean)","Cocconeis germainii"
"WOS:000299548100006","Accurate determination of extra-column band broadening using peak summation","Extra extra"
"WOS:000299580200007","Effect of Cu-nanoparticles versus Cu-salt in Enchytraeus albidus (Oligochaeta): Differential gene expression through microarray analysis","Enchytraeus albidus"
"WOS:000299580200019","Proteasome and antioxidant responses in Cottus gobio during a combined exposure to heat stress and cadmium","Crassostrea virginica"
"WOS:000299597100161","Impact of Azacitidine (AZA) Prior to Allogeneic Stem Cell Transplantation (allo-SCT) for Myelodysplastic Syndromes (MDS): A Large-Scale Study on Behalf of the SFGM-TC and GEM Groups","Allo allo"
"WOS:000299597100322","Impact of Chronic Graft-Versus-Host disease (GVHD) After Reduced Intensity Conditioning (RIC) Allogeneic Stem Cell Transplantation (allo-SCT) As Treatment for Acute Myeloid Leukemia (AML): A Survey From the Acute Leukemia Working Party of the EBMT","Allo allo"
"WOS:000299597105522","Allogeneic Stem Cell Transplantation (allo-SCT) for Chronic Myelomonocytic Leukemia (CMML): Prognostic Factors for Survival. A Report From the Societe Francaise De Greffe De Moelle Et De Therapie Cellulaire (SEGM-TC)","Allo allo"
"WOS:000299778500039","Chemical composition and seasonal variation of essential oil of Sclerocarya birrea (A. Rich.) Hochst subsp birrea leaves from Benin","Allo allo"
"WOS:000299786000027","Spatial navigation training protects the hippocampus against age-related changes during early and late adulthood","Hippocampus hippocampus"
"WOS:000299845700012","Prediction of adult height in girls: The Beunen-Malina-Freitas method","Malina malina"
"WOS:000299850000001","More than 'Mutual Information': Educational and sectoral gender segregation and their interaction on the Flemish labor market","Mora mora"
"WOS:000299906900003","Three new species of Lactarius (Russulaceae) from Sikkim, India","Lactarius lactarius"
"WOS:000299908000029","SPATIAL MEMORY IS IMPROVED BY AEROBIC AND RESISTANCE EXERCISE THROUGH DIVERGENT MOLECULAR MECHANISMS","Hippocampus hippocampus"
"WOS:000299910400024","A large population of king crabs in Palmer Deep on the west Antarctic Peninsula shelf and potential invasive impacts","Neolithodes yaldwyni"
"WOS:000299931800015","Factors controlling juvenile growth and population structure of the starfish Asterias rubens in intertidal habitats: field and experimental approaches","Asterias rubens"
"WOS:000299931800016","Presence of a seawater-filled caecum in Echinocardium cordatum (Echinoidea: Spatangoida)","Echinocardium cordatum"
"WOS:000300032900013","Combined effects of deltamethrin, temperature and salinity on oxidative stress biomarkers and acetylcholinesterase activity in the black tiger shrimp (Penaeus monodon)","Penaeus monodon"
"WOS:000300223400022","The Yeast Complex I Equivalent NADH Dehydrogenase Rescues pink1 Mutants","Ciona intestinalis"
"WOS:000300243600003","Towards a List of Available Names in Zoology, partim Phylum Rotifera","Brachionus plicatilis"
"WOS:000300248100013","Female great tits do not alter their yolk androgen deposition when infested with a low-transmittable ectoparasite","Larus ridibundus"
"WOS:000300251000018","Reference genes for qPCR assays in toxic metal and salinity stress in two flatworm model organisms","Macrostomum lignano"
"WOS:000300316800008","Bacillus berkeleyi sp nov., isolated from the sea urchin Strongylocentrotus intermedius","Strongylocentrotus intermedius"
"WOS:000300319100008","Psychopathic Traits in Adolescence and the Five Factor Model of Personality","Costa costa"
"WOS:000300350300002","IN VITRO NEMATICIDAL EFFECT OF ENDOPHYTIC FUSARIUM OXYSPORUM AGAINST RADOPHOLUS SIMILIS, PRATYLENCHUS GOODEYI AND HELICOTYLENCHUS MULTICINCTUS","Fusarium oxysporum"
"WOS:000300359900001","An Unusual Family of Glycosylated Peptides Isolated from Dendroaspis angusticeps Venom and Characterized by Combination of Collision Induced and Electron Transfer Dissociation","Conus textile"
"WOS:000300371100017","In silico identification and characterization of putative differentially expressed genes involved in common bean (Phaseolus vulgaris L.) seed development","Torpedo vulgaris"
"WOS:000300408100010","Age-related differences in metabolites in the posterior cingulate cortex and hippocampus of normal ageing brain: A H-1-MRS study","Hippocampus hippocampus"
"WOS:000300459500033","Influence of various growth parameters on fungal growth and volatile metabolite production by indoor molds","Aspergillus ustus"
"WOS:000300463800078","Anaerobic digestibility of Scenedesmus obliquus and Phaeodactylum tricornutum under mesophilic and thermophilic conditions","Phaeodactylum tricornutum"
"WOS:000300484500017","Spatiotemporal bioturbation patterns in a tidal freshwater marsh","Nereis diversicolor"
<<<<<<< HEAD
"WOS:000300496800011","Radiation and Functional Diversification of Alpha Keratins during Early Vertebrate Evolution","Scyliorhinus stellaris"
=======
>>>>>>> 254c1b708781ede9a3e69a06635476196c0c6534
"WOS:000300505500004","A new species of Caprella (Crustacea: Amphipoda) from the Mediterranean Sea","Posidonia oceanica"
"WOS:000300548800001","Interspecific variation of calls in clownfishes: degree of similarity in closely related species","Amphiprion ocellaris"
"WOS:000300603000019","Leuven: Birthplace of Modern Skeletology, thanks to Andreas Vesalius, with the Help of Gemma Frisius, his Friend and Fellow-physician","Gemma gemma"
"WOS:000300673400020","Genetic re-identification and antifungal susceptibility testing of Aspergillus section Nigri strains of the BCCM/IHEM collection","Aspergillus niger"
"WOS:000300681300006","Overexpression of arginase in Arabidopsis thaliana influences defence responses against Botrytis cinerea","Botrytis cinerea"
"WOS:000300709600013","Incidence, kinetics, and risk factors of Epstein-Barr virus viremia in pediatric patients after allogeneic stem cell transplantation","Allo allo"
"WOS:000300745500012","The importance of biological interactions for the vertical distribution of nematodes in a temperate ultra-dissipative sandy beach","Enoplolaimus litoralis"
"WOS:000300750400005","Genetic diversity and mycotoxin production of Fusarium lactis species complex isolates from sweet pepper","Fusarium solani"
"WOS:000300810700016","Latitudinal and bathymetric patterns in the distribution and abundance of mesopelagic fish in the Scotia Sea","Protomyctophum bolini"
"WOS:000300810700017","High genetic diversity and connectivity in a common mesopelagic fish of the Southern Ocean: The myctophid Electrona antarctica","Electrona antarctica"
"WOS:000300875800006","Regional variation in morphology of vertebral centra and intervertebral joints in striped bass, Morone saxatilis","Makaira nigricans"
"WOS:000300919100006","The inhibitory action of exo- and endocannabinoids on [H-3]GABA release are mediated by both CB1 and CB2 receptors in the mouse hippocampus","Hippocampus hippocampus"
"WOS:000300924600025","Young's modulus anisotropy in reactor pressure vessel cladding","Modulus modulus"
"WOS:000300926000008","New digestive symbiosis in the hydrothermal vent amphipoda Ventiella sulfuris","Rimicaris exoculata"
"WOS:000300936900009","Personality similarity, perceptual accuracy, and relationship satisfaction in dating and married couples","Costa costa"
"WOS:000301016800032","In vitro evaluation of antimicrobial and antioxidant activities of some Tunisian vegetables","Melongena melongena"
<<<<<<< HEAD
"WOS:000301032400006","Prey handling using whole-body fluid dynamics in batoids","Torpedo torpedo"
=======
"WOS:000301032400006","Prey handling using whole-body fluid dynamics in batoids","Rhinoptera bonasus"
>>>>>>> 254c1b708781ede9a3e69a06635476196c0c6534
"WOS:000301212300007","Perturbation of a Tethyan coastal environment during the Paleocene-Eocene thermal maximum in Tunisia (Sidi Nasseur and Wadi Mezaz)","Haplophragmoides anomalinoides"
"WOS:000301226600006","Biological characteristics of the improved extensive shrimp system in the Mekong delta of Vietnam","Penaeus monodon"
"WOS:000301345000006","Search for Signatures of Extra Dimensions in the Diphoton Mass Spectrum at the Large Hadron Collider","Extra extra"
"WOS:000301395400018","Computational toxicology: Physiologically based pharmacokinetic models (PBPK) for lifetime exposure and bioaccumulation of polybrominated diphenyl ethers (PBDEs) in marine mammals","Halichoerus grypus"
"WOS:000301452600012","Sea urchin Arbacia dufresnei (Blainville 1825) larvae response to ocean acidification","Paracentrotus lividus"
"WOS:000301457200045","Stem Cells Propagate Their DNA by Random Segregation in the Flatworm Macrostomum lignano","Macrostomum lignano"
"WOS:000301470800010","A FOSSIL ALBATROSS FROM THE EARLY OLIGOCENE OF THE NORTH SEA BASIN","Thalassarche melanophris"
"WOS:000301559600021","Identification of autophosphorylation sites in eukaryotic elongation factor-2 kinase","Jia jia"
"WOS:000301562600009","Mycorrhiza-induced resistance in banana acts on nematode host location and penetration","Fusarium oxysporum"
<<<<<<< HEAD
"WOS:000301634600013","Effect of bacterial mineralization of phytoplankton-derived phytodetritus on the release of arsenic, cobalt and manganese from muddy sediments in the Southern North Sea. A microcosm study","Skeletonema costatum"
=======
"WOS:000301634600013","Effect of bacterial mineralization of phytoplankton-derived phytodetritus on the release of arsenic, cobalt and manganese from muddy sediments in the Southern North Sea. A microcosm study","Phaeocystis globosa"
>>>>>>> 254c1b708781ede9a3e69a06635476196c0c6534
"WOS:000301686000014","Single versus combined exposure of Hyalella azteca to zinc contaminated sediment and food","Neanthes arenaceodentata"
