"uid","title","species"
"WOS:000416982300043","Obstetric outcomes after conservative treatment for cervical intraepithelial lesions and early invasive disease","zoned cone"
"WOS:000416982600011","Adsorption of distillery spent wash on activated bagasse fly ash: Kinetics and thermodynamics","cod"
"WOS:000417001900044","Incomplete excision of cervical precancer as a predictor of treatment failure: a systematic review and meta-analysis","knife"
"WOS:000417011500003","Conserved genomic collinearity as a source of broadly applicable, fast evolving, markers to resolve species complexes: A case study using the lichen -forming genus Peltigera section Polydactylon","fungi"
"WOS:000417011500004","Molecular characterization and species delimiting of plant-parasitic nematodes of the genus Pratylenchus from the penetrans group (Nematoda: Pratylenchidae)","vascular plants"
"WOS:000417018000004","Three positive solutions to an indefinite Neumann problem: A shooting method","hump"
"WOS:000417076500002","A colloidal gel perspective for understanding oleogelation","mono"
"WOS:000417113300008","Mandibular Bone Structure Analysis Using Cone Beam Computed Tomography vs Primary Implant Stability: An Ex Vivo Study","cones"
"WOS:000417163700014","Identification and risk assessment of human and veterinary antibiotics in the wastewater treatment plants and the adjacent sea in Tunisia","comet"
"WOS:000417174700019","Climate warming reduces gut microbiota diversity in a vertebrate ectotherm","vertebrates"
"WOS:000417176400005","Ontogeny of the jaws of monogonont rotifers: the malleate trophi of Rhinoglena and Proalides (Ploima, Epiphanidae)","rotifers"
"WOS:000417190400029","Phylotranscriptomic consolidation of the jawed vertebrate timetree","vertebrates"
"WOS:000417191100042","Movement behaviour of large female yellow European eel (Anguilla anguilla L.) in a freshwater polder area","freshwater eels"
"WOS:000417193400021","The global distribution of tetrapods reveals a need for targeted reptile conservation","vertebrates"
"WOS:000417194600026","Haplotype selection as an adaptive mechanism in the protozoan pathogen Leishmania donovani","protozoans"
"WOS:000417204400007","First record of resting cysts of the benthic dinoflagellate Prorocentrum leve in a natural reservoir in Gujan-Mestras, Gironde, France","sea rose"
"WOS:000417204900001","Morphology of two Mastogloia species (Bacillariophyta) from Lac de Guiers (Senegal) and comparison with the type material of M. braunii","diatoms"
"WOS:000417214700008","Aerobic vaginitis: no longer a stranger","smelt"
"WOS:000417214700010","Bacterial biofilms in the vagina","bacteria"
"WOS:000417214900146","A new physical method to assess handle properties of fabrics made from wood-based fibers","wells"
"WOS:000417224000009","Greimas' aesthetic approach to Valery sensibilities","smelt"
"WOS:000417227700009","A 3D WAVE-STRUCTURE-SEABED INTERACTION ANALYSIS OF A GRAVITY-BASED WIND TURBINE FOUNDATION","tangs"
"WOS:000417227900031","Species and hybrids in the genus Diaphanosoma Fischer, 1850 (Crustacea: Branchiopoda: Cladocera)","crustaceans"
"WOS:000417228500017","Mechanistic Insight into the Photocatalytic Working of Fluorinated Anatase {001} Nanosheets","eel"
"WOS:000417229100026","Pseudomonads from wild free-living sea turtles in Principe Island, Gulf of Guinea","turtles"
"WOS:000417238100001","Capulinia linarosae Kondo and Gullan, 2016: History y current situation as guava pest, Psidium guajava L. in Venezuela","insects"
"WOS:000417250400014","Morphological and physiological differences in the upper trapezius muscle in patients with work-related trapezius myalgia compared to healthy controls: A systematic review","red rags"
"WOS:000417283200005","A Spiral of Distrust: A Panel Study on the Relation between Political Distrust and Protest Voting in Belgium","spiral"
"WOS:000417286000001","Koristocetus pescei gen. et sp nov., a diminutive sperm whale (Cetacea: Odontoceti: Kogiidae) from the late Miocene of Peru","whales"
"WOS:000417293300014","Power exhaust by SOL and pedestal radiation at ASDEX Upgrade and JET","soles"
"WOS:000417293300056","Quantitatively measuring the influence of helium in plasma-exposed tungsten","bubble"
"WOS:000417293300143","High power neon seeded JET discharges: Experiments and simulations","soles"
"WOS:000417302400018","Pyrometallurgical Treatment of Apatite Concentrate with the Objective of Rare Earth Element Extraction: Part I","smelts"
"WOS:000417302400019","Pyrometallurgical Treatment of Apatite Concentrate with the Objective of Rare Earth Element Recovery: Part II","smelts"
"WOS:000417321300016","Intestinal digestibility of great spotted cuckoo nestlings is less efficient than that of magpie host nestlings","spot"
"WOS:000417330000002","Plant diversity increases predation by ground-dwelling invertebrate predators","plants"
"WOS:000417337800045","Effects of early afterdepolarizations on excitation patterns in an accurate model of the human ventricles","spiral"
"WOS:000417347200001","Socioecological and environmental predictors of physiological stress markers in a threatened feline species","carnivores"
"WOS:000417356200005","Humusica 1, article 4: Terrestrial humus systems and forms - Specific terms and diagnostic horizons","millipedes"
"WOS:000417415600071","RadarSLAM: Biomimetic SLAM using Ultra-Wideband Pulse-Echo Radar","permit"
"WOS:000417426300044","End-of-life care for people dying with dementia in general practice in Belgium, Italy and Spain: A cross-sectional, retrospective study","white death"
"WOS:000417441400001","Selective One-Pot Two-Step C-C Bond Formation using Metal-Organic Frameworks with Mild Basicity as Heterogeneous Catalysts","domino"
"WOS:000417469900019","Synthesis of novel purpurealidin analogs and evaluation of their effect on the cancerrelevant potassium channel K(V)10.1","sponges"
"WOS:000417476800009","An unusual new wolf spider species from the Erg Chebbi Desert in Morocco (Araneae: Lycosidae: Evippinae)","spiders"
"WOS:000417476800012","Pseudoscorpions of the family Cheiridiidae (Arachnida: Pseudoscorpiones) recovered from burial sediments at Pachacamac (500-1,500CE), Peru","arthropods"
"WOS:000417490700001","Nanoscale Bubble Domains and Topological Transitions in Ultrathin Ferroelectric Films","bubble"
"WOS:000417491200001","Inferences on mass composition and tests of hadronic interactions from 0.3 to 100 EeV using the water-Cherenkov detectors of the Pierre Auger Observatory","augers"
"WOS:000417528700005","The Influence of Nurses' Demographics on Patient Participation in Hospitals: A Cross-Sectional Study","nurse"
"WOS:000417533500001","Nuclear instrumentation and measurement: a review based on the ANIMMA conferences","drum"
"WOS:000417541800010","Search for High-energy Neutrinos from Binary Neutron Star Merger GW170817 with ANTARES, IceCube, and the Pierre Auger Observatory","augers"
"WOS:000417548900010","MIGRATIONS OF BEWICK'S SWAN (CYGNUS BEWICKII): NEW DATA ON TAGGING THE MIGRATION ROUTES, STOPOVERS AND WINTERING SITES","swans"
"WOS:000417551700043","Multiple nitrogen saturation indicators yield contradicting conclusions on improving nitrogen status of temperate forests","temperate basses"
"WOS:000417600100016","Effect of adding a reactive plasticizer on the mechanical, thermal, and morphology properties of nylon toughened wheat gluten materials","water molds"
"WOS:000417608400001","Retirement of John Dover as Editor-in-Chief of Journal of Insect Conservation","insects"
"WOS:000417659700020","Impact of CO2 storage flux sampling uncertainty on net ecosystem exchange measured by eddy covariance","temperate basses"
"WOS:000417661700001","Atlas of modern dinoflagellate cyst distributions in the Black Sea Corridor: from Aegean to Aral Seas, including Marmara, Black, Azov and Caspian Seas","dinoflagellates"
"WOS:000417662000001","Grain boundary mediated plasticity: The role of grain boundary atomic structure and thermal activation","slip"
"WOS:000417667300009","Enhancing the scalability of selected inversion factorization algorithms in genomic prediction","cray"
"WOS:000417669400002","Phenomenological understanding and electric eels","eel"
"WOS:000417670800003","Pronounced biotic and environmental change across the latest Danian warming event (LDE) at Shatsky Rise, Pacific Ocean (ODP Site 1210)","sea rose"
"WOS:000417674100006","Reconstruction of the Gulf Stream from 1940 to the Present and Correlation with the North Atlantic Oscillation","lag"
"WOS:000417726400009","Evaluation of Two Surface Sampling Methods for Microbiological and Chemical Analyses To Assess the Presence of Biofilms in Food Companies","sponges"
"WOS:000417740600002","First Chromosomal Analysis in Hepsetidae (Actinopterygii, Characiformes): Insights into Relationship between African and Neotropical Fish Groups","gag"
"WOS:000417766200004","A Revision of What Life Cycle Sustainability Assessment Should Entail: Towards Modeling the Net Impact on Human Well-Being","wells"
"WOS:000417775300022","Uncertainty propagation of fission product yields to nuclide composition and decay heat for a PWR UO2 fuel assembly","little shark"
"WOS:000417777000011","Cutaneous lesions in a 69-year-old woman","old woman"
"WOS:000417835700010","The global impact of Wolbachia on mitochondrial diversity and evolution","red trees"
"WOS:000417839700025","Elevational transplantation suggests different responses of African submontane and savanna plants to climate warming","plants"
"WOS:000417867600012","Effects of flood pulses on persistence and variability of pleuston communities in a tropical floodplain lake","ostracods"
"WOS:000417892900003","Four new species of Arthothelium (Arthoniales, Ascomycetes) from Africa and Socotra","black lichen"
"WOS:000417893300002","Ferocia gen. nov., a new centric diatom genus (Bacillariophyceae) from the sub-Antarctic region","diatoms"
"WOS:000417901400007","Comparative analysis of the genomes of Stylophora pistillata and Acropora digitifera provides evidence for extensive differences between species of corals","stony corals"
"WOS:000417905700001","Improvement potential of today's WEEE recycling performance: The case of LCD TVs in Belgium","springer"
"WOS:000417906400004","Efficient transgenesis and annotated genome sequence of the regenerative flatworm model Macrostomum lignano","flatworms"
"WOS:000417914700001","Effects of an experimental resource pulse on the macrofaunal assemblage inhabiting seagrass macrophytodetritus","Neptune grass"
"WOS:000417914700002","Macroevolutionary analysis of the tempo of diversification in snappers and fusiliers (Percomorpha: Lutjanidae)","tree coral"
"WOS:000417914700005","Synergistic effects of dual parasitism in Daphnia magna under nutrient limitation","water fleas"
"WOS:000417916200002","The pretarsus of the honeybee","scallops"
"WOS:000417916200003","Genetic diversity and population structure of the African catfish, Clarias gariepinus (Burchell, 1822) in Kenya: implication for conservation and aquaculture","catfish"
"WOS:000417916200006","Two marine parasitic crustaceans new to the Belgian fauna","crustaceans"
"WOS:000417916200008","Genetic diversity and population structure of the African catfish, Clarias gariepinus (Burchell, 1822) in Kenya: implication for conservation and aquaculture (vol 147, pg 171, 2017)","catfish"
"WOS:000417917800008","Regional Bans on Wild-Bird Trade Modify Invasion Risks at a Global Scale","birds"
"WOS:000417918500041","Eudicot plant-specific sphingolipids determine host selectivity of microbial NLP cytolysins","plants"
"WOS:000417925400001","Gap assessment in current soil monitoring networks across Europe for measuring soil functions","earthworms"
"WOS:000417935100016","Invasive earthworms erode soil biodiversity: A meta-analysis","earthworms"
"WOS:000417975700018","Relative Effects of Asymmetry and Wall Slip on the Stability of Plane Channel Flow","slip"
"WOS:000417976600016","Fluorescent D-amino-acids reveal bi-cellular cell wall modifications important for Bdellovibrio bacteriovorus predation","gram-negative bacteria"
"WOS:000417977100007","Complete Static Repopulation of Decellularized Porcine Tissues for Heart Valve Engineering: An in vitro Study","tritons"
"WOS:000417981600008","Eravacycline for treatment of complicated intra-abdominal infections: the fire is not ignited!","gram-negative bacteria"
"WOS:000418002000010","Networks of global bird invasion altered by regional trade ban","birds"
"WOS:000418039700012","Housefly (Musca domestica) and Blow Fly (Protophormia terraenovae) as Vectors of Bacteria Carrying Colistin Resistance Genes","gram-negative bacteria"
"WOS:000418039700019","Plantaricyclin A, a Novel Circular Bacteriocin Produced by Lactobacillus plantarum NI326: Purification, Characterization, and Heterologous Production","olives"
"WOS:000418108300025","Beyond dried blood spot: Current microsampling techniques in the context of biomedical applications","spot"
"WOS:000418122500001","A Potential New Human Pathogen Belonging to Helicobacter Genus, Identified in a Bloodstream Infection","gram-negative bacteria"
"WOS:000418123400001","Edible Cyanobacterial Genus Arthrospira: Actual State of the Art in Cultivation Methods, Genetics, and Application in Medicine","green algae"
"WOS:000418123800002","POSITIVE SOLUTIONS FOR SUPER-SUBLINEAR INDEFINITE PROBLEMS: HIGH MULTIPLICITY RESULTS VIA COINCIDENCE DEGREE","hump"
"WOS:000418133600002","New species and records of terrestrial slugs from East Africa (Gastropoda, Urocyclidae, Veronicellidae, Agriolimacidae)","snails"
"WOS:000418177400003","The Discursive-Material Knot: Cyprus in Conflict and Community Media Participation","knot"
"WOS:000418181200003","Optical verification and in-vitro characterization of two commercially available acoustic bubble counters for cardiopulmonary bypass systems","bubble"
"WOS:000418208000011","Arsenic speciation in fish and shellfish from the North Sea (Southern bight) and Acu Port area (Brazil) and health risks related to seafood consumption","whelks"
"WOS:000418213100019","Experimental and theoretical analysis of shear bolted connections for tubular structures","bears"
"WOS:000418213400010","Spontaneous hemoperitoneum in pregnancy (SHiP) and endometriosis - A systematic review of the recent literature","ship"
"WOS:000418218400024","Multi-plant emergency response for tackling major accidents in chemical industrial areas","domino"
"WOS:000418221800022","Efficacy and safety of a combination of red yeast rice and olive extract in hypercholesterolemic patients with and without statin-associated myalgia","olives"
"WOS:000418222000016","Evolution of plastic deformation in heavily deformed and recrystallized tungsten of ITER specification studied by TEM","tangle"
"WOS:000418222400004","Interactive effects of vegetation and sediment properties on erosion of salt marshes in the Northern Adriatic Sea","sea rose"
"WOS:000418237200001","Role of microbial biofilms in the maintenance of oral health and in the development of dental caries and periodontal diseases. Consensus report of group 1 of the Joint EFP/ORCA workshop on the boundaries between caries and periodontal disease","orca"
"WOS:000418237200004","Interaction of lifestyle, behaviour or systemic diseases with dental caries and periodontal diseases: consensus report of group 2 of the joint EFP/ORCA workshop on the boundaries between caries and periodontal diseases","orca"
"WOS:000418237200007","Prevention and control of dental caries and periodontal diseases at individual and population level: consensus report of group 3 of joint EFP/ORCA workshop on the boundaries between caries and periodontal diseases","orca"
"WOS:000418237200011","Dental caries and periodontal diseases in the ageing population: call to action to protect and enhance oral health and well-being as an essential component of healthy ageing Consensus report of group 4 of the joint EFP/ORCA workshop on the boundaries between caries and periodontal diseases","orca"
"WOS:000418238900016","Effect of low incubation temperature and low ambient temperature until 21 days of age on performance and body temperature in fast-growing chickens","Ross"
"WOS:000418238900019","Comparative effects of two multi-enzyme combinations and a Bacillus probiotic on growth performance, digestibility of energy and nutrients, disappearance of non-starch polysaccharides, and gut microflora in broiler chickens","Ross"
"WOS:000418252300004","Discovery and genomic analyses of hybridization between divergent lineages of Trypanosoma congolense, causative agent of Animal African Trypanosomiasis","protozoans"
"WOS:000418261600010","Draft genome of Cercospora zeina, Fusarium pininemorale, Hawksworthiomyces lignivorus, Huntiella decipiens and Ophiostoma ips","beetles"
"WOS:000418274500001","What is the evidence that tau pathology spreads through prion-like propagation?","tangle"
"WOS:000418276300006","Influence of device accuracy and choice of algorithm for species distribution modelling of seabirds: a case study using black-browed albatrosses","wandering albatross"
"WOS:000418285000021","The Plastid Genome in Cladophorales Green Algae Is Encoded by Hairpin Chromosomes","green algae"
"WOS:000418308700064","Development of a reliable experimental set-up for Dover sole larvae Solea solea L. and exploring the possibility of implementing this housing system in a gnotobiotic model","soles"
"WOS:000418309100040","Physiological and immune response of juvenile rainbow trout to dietary bovine lactoferrin","trout"
"WOS:000418323400011","A Gene Family Coding for Salivary Proteins (SHOT) of the Polyphagous Spider Mite Tetranychus urticae Exhibits Fast Host-Dependent Transcriptional Plasticity","spiders"
"WOS:000418329500006","Carboniferous ostracods from central Honshu, Japan","ostracods"
"WOS:000418344300001","Testing a key assumption in animal communication: between-individual variation in female visual systems alters perception of male signals","spectral cone"
"WOS:000418363000021","Recruiting nurses through social media: Effects on employer brand and attractiveness","nurse"
"WOS:000418365400018","Hospitalized patients' vs. nurses' assessments of pain intensity and barriers to pain management","nurse"
"WOS:000418382400010","Filament Tension and Phase Locking of Meandering Scroll Waves","spiral"
"WOS:000418388400006","Behavioral implications of ontogenetic changes in intrinsic hand and foot proportions in olive baboons (Papio Anubis)","olives"
"WOS:000418392900016","From Reaction Solvent to Crystallization Solvent, Membrane Assisted Reaction Workup and Interpretation of Membrane Performance Results by Application of Spiegler-Kedem Theory","dab"
"WOS:000418393900038","Wavelength-Dependent Nonlinear Optical Properties of Ag Nanoparticles Dispersed in a Glass Host","electric rays"
"WOS:000418403100004","Early intervention and environmental factors: optimizing the development of infants born preterm","bears"
"WOS:000418408100008","Loneliness and cardiovascular disease and the role of late-life depression","old woman"
"WOS:000418419500002","The fructan syndrome: Evolutionary aspects and common themes among plants and microbes","water molds"
"WOS:000418423100087","Group 5 allergens from house dust mites: similar structure with similar epitope position, a new perspective for peptide based immunotherapy","mites"
"WOS:000418430200001","Palynology and sedimentary environments of the Devonian from the Saida area (northwestern Algeria)","sea fans"
"WOS:000418461100002","Age of First Arrhythmic Event in Brugada Syndrome Data From the SABRUS (Survey on Arrhythmic Events in Brugada Syndrome) in 678 Patients","white death"
"WOS:000418470400022","Microbial dynamics during production of lesser mealworms (Alphitobius diaperinus) for human consumption at industrial scale","insects"
"WOS:000418470400028","Microbiological, chemical and sensory spoilage analysis of raw Atlantic cod (Gadus morhua) stored under modified atmospheres","salmon"
"WOS:000418471100074","Metabolomics fingerprint of coffee species determined by untargeted-profiling study using LC-HRMS","coffee bean"
"WOS:000418471100122","A mass spectrometry method for sensitive, specific and simultaneous detection of bovine blood meal, blood products and milk products in compound feed","animals"
"WOS:000418471800009","Private Lives, Public Spheres: Contesting Child Marriage at the Age of Independence in British Malaya, 1950","schoolmaster"
"WOS:000418474100022","Comparison of diet and prey selectivity of the Pyrenean desman and the Eurasian water shrew using next-generation sequencing methods","mammals"
"WOS:000418478800001","Turning Over a New Leaf: Bacteriocins Going Green","gram-negative bacteria"
"WOS:000418510600001","Givetian rugose corals from the Zemmour in Mauritania","ten coral"
"WOS:000418510600003","The composite Kortrijk section (W Belgium): a key reference for mid-Ypresian (Early Eocene) stratigraphy in the southern North Sea Basin","ostracods"
"WOS:000418523200004","'Look Out Behind You!' Grounding suspense in the slasher film","slasher"
"WOS:000418524200002","Measurements and analysis of Hf-178m2 production cross sections under Ta-nat and W-nat irradiation by protons with 0.04-2.6 GeV energies","mono"
"WOS:000418533400208","Anaerobic treatment of raw domestic wastewater in a UASB-digester at 10 degrees C and microbial community dynamics","cod"
"WOS:000418552900360","IDENTIFICATION OF THE PARENT BODIES OF MICROMETEORITES: HIGH-PRECISION OXYGEN ISOTOPIC COMPOSITIONS WITH SHRIMP-SI.","shrimps"
"WOS:000418559800057","Synchrotron scanning reveals amphibious ecomorphology in a new clade of bird-like dinosaurs","reptiles"
"WOS:000418570600023","Rainbow peacock spiders inspire miniature super-iridescent optics","spiders"
"WOS:000418570800026","Left superior pulmonary vein connected to superior vena cava vein in a patient with situs inversus totalis: A challenging diagnosis","bubble"
"WOS:000418575900019","Structural and morphological characterization of sol-gel ZnO:Ga films: Effect of annealing temperatures","soles"
"WOS:000418581400015","Some Theory on Non-negative Tucker Decomposition","rayed cone"
"WOS:000418604900002","Localization Experiments with Reporting by Head Orientation: Statistical Framework and Case Study","hard head"
"WOS:000418629100029","The effect of raw material combination on the nutritional composition and stability of four types of autolyzed fish silage","whiting"
"WOS:000418632600043","First Report of Kernel Spot Caused by Eremothecium coryli on Hazelnut in Bulgaria","spot"
"WOS:000418662300012","AGE OF MUD BRECCIA FROM MUD VOLCANOES IN ACADEMICIAN RIDGE, LAKE BAIKAL","diatoms"
"WOS:000418712200010","Pathogenicity of indigenous entomopathogenic nematodes from Benin against mango fruit fly (Bactrocera dorsalis) under laboratory conditions","nematodes"
"WOS:000418726600001","Anatomical and genetic data reveal that Rivularia Heude, 1890 belongs to Viviparinae (Gastropoda: Viviparidae)","molluscs"
"WOS:000418726900039","A pressure impulse theory for hemispherical liquid impact problems","slip"
"WOS:000418727000051","Relative contribution of multiple stressors on copepod density and diversity dynamics in the Belgian part of the North Sea","copepods"
"WOS:000418732500010","Employable, committed, and thus well-performing: a matter of interdependent forward-looking social exchange","lag"
"WOS:000418737700001","Modeling and Multiresponse Optimization for Anaerobic Codigestion of Oil Refinery Wastewater and Chicken Manure by Using Artificial Neural Network and the Taguchi Method","cod"
"WOS:000418740900002","A randomized, double-blind, prospective, placebo-controlled study of the efficacy of a diet supplemented with curcuminoids extract, hydrolyzed collagen and green tea extract in owner's dogs with osteoarthritis","variable mussel"
"WOS:000418758500002","Asymptotic analysis of the contact-line microregion for a perfectly wetting volatile liquid in a pure-vapor atmosphere","slip"
"WOS:000418775900025","Musical evolution in the lab exhibits rhythmic universals","drum"
"WOS:000418782600003","RECONSIDERING RELIGIOUS MIGRATION AND ITS IMPACT: THE PROBLEM OF 'IRISH REFORM MONKS' IN TENTH-CENTURY LOTHARINGIA","monk"
"WOS:000418788400007","A RESEARCH AGENDA FOR GERO-ONCOLOGY NURSING","nurse"
"WOS:000418798600035","A Gold-Catalyzed Domino Cyclization Enabling Rapid Construction of Diverse Polyheterocyclic Frameworks","domino"
"WOS:000418810100003","Molecular investigations of outbreaks of Perch perhabdovirus infections in pike-perch","pike-perch"
"WOS:000418839500003","Annual particulate matter and diatom export in a high nutrient, low chlorophyll area of the Southern Ocean","diatoms"
"WOS:000418839500010","Seabird hotspots on icebergs in the Amundsen Sea, Antarctica","snow petrel"
"WOS:000418866400006","Chronic Toxicity of Aluminum, at a pH of 6, to Freshwater Organisms: Empirical Data for the Development of International Regulatory Standards/Criteria","snails"
"WOS:000418866400007","Evaluating the Effects Of pH, Hardness, and Dissolved Organic Carbon on the Toxicity of Aluminum to Freshwater Aquatic Organisms Under Circumneutral Conditions","trout"
"WOS:000418866400009","Development and Application of a Biotic Ligand Model for Predicting the Chronic Toxicity of Dissolved and Precipitated Aluminum to Aquatic Organisms","trout"
"WOS:000418878200001","[Tc-99m]duramycin for cell death imaging: Impact of kit formulation, purification and species difference","water bears"
"WOS:000418885000008","Altered fractionation radiotherapy combined with concurrent low-dose or high-dose cisplatin in head and neck cancer: A systematic review of literature and meta-analysis","little necks"
"WOS:000418899200026","Relation between design floods based on daily maxima and daily means: use of the Peak Over Threshold approach in the Upper Nysa Klodzka Basin (SW Poland)","knife"
"WOS:000418910800001","The genus Luticola (Bacillariophyta) on Ile Amsterdam and Ile Saint-Paul (Southern Indian Ocean) with the description of two new species","diatoms"
"WOS:000418911500001","Improving nomenclatural consistency: a decade of experience in the World Register of Marine Species","sea-urchins"
"WOS:000418963900029","Sensitivity of the s-process nucleosynthesis in AGB stars to the overshoot model","sun stars"
"WOS:000418967600004","Close range hyperspectral imaging of plants: A review","plants"
"WOS:000418971300015","Reservoir heterogeneity and quality of Khuff carbonates in outcrops of central Saudi Arabia","water molds"
"WOS:000418973600002","Impact of high hydrostatic pressure on bacterial proteostasis","bacteria"
"WOS:000418978000020","Evolution and estimated age of the C5 Lukala carbonate-evaporite ramp complex in the Lower Congo region (Democratic Republic of Congo): New perspectives in Central Africa","sea belt"
"WOS:000418982200005","Chemokine isoforms and processing in inflammation and immunity","gag"
"WOS:000418986000015","Liquid chromatography coupled to tandem mass spectrometry for detecting ten allergens in complex and incurred foodstuffs","red trees"
"WOS:000419018200060","Extended adjuvant intermittent letrozole versus continuous letrozole in postmenopausal women with breast cancer (SOLE): a multicentre, open-label, randomised, phase 3 trial","sole"
"WOS:000419036100007","Hunting for Black Swans in the European Banking Sector Using Extreme Value Analysis","swans"
"WOS:000419064100009","Rapid evolution leads to differential population dynamics and top-down control in resurrected Daphnia populations","water fleas"
"WOS:000419064400035","Polycytidylation of mitochondrial mRNAs in Chlamydomonas reinhardtii","green algae"
"WOS:000419102000023","Emulsion stability during gastrointestinal conditions effects lipid digestion kinetics","olives"
"WOS:000419108500008","Drug resistance and treatment failure in leishmaniasis: A 21st century challenge","protozoans"
"WOS:000419148200026","Effect of an oral healthcare programme on care staff knowledge and attitude regarding oral health: a non-randomised intervention trial","nurse"
"WOS:000419150500096","Beware of the booby trap: behavioral and psychiatric symptoms may mask serious endogenous pathology in children.","masked booby"
"WOS:000419153000001","Cereal cyst nematodes: importance, distribution, identification, quantification, and control","nematodes"
"WOS:000419155100008","A push-pull strategy to control aphids combines intercropping with semiochemical releases","hoverflies"
"WOS:000419168600002","The otter (Lutra lutra Linnaeus, 1758) in Belgium: an unpopular and maltreated species (19th-early 20th centuries)","river otter"
"WOS:000419177800190","Evaluation of slip line theory assumptions for integrity assessnment of defected welds loaded in tension","slip"
"WOS:000419185200057","Increased fitness of a key appendicularian zooplankton species under warmer, acidified seawater conditions","oikopleura"
"WOS:000419185800010","Perspectives on the Role of Professional Laboratory Animal Science Associations","animals"
"WOS:000419211800024","Synchrotron Radiation Maps from Relativistic MHD Jet Simulations","electric rays"
"WOS:000419215700032","Getting More Power from Your Flowers: Multi-Functional Flower Strips Enhance Pollinators and Pest Control Agents in Apple Orchards","arthropods"
"WOS:000419220600008","How Will We Pay for Loss and Damage?","sea rose"
"WOS:000419224800002","CoCoNet: TOWARDS COAST TO COAST NETWORKS OF MARINE PROTECTED AREAS (FROM THE SHORE TO THE HIGH AND DEEP SEA), COUPLED WITH SEA-BASED WIND ENERGY POTENTIAL","sea porpoise"
"WOS:000419233400002","Sustainability and integration of radioecology-position paper","comet"
"WOS:000419233400003","COMET strongly supported the development and implementation of medium-term topical research roadmaps consistent with the ALLIANCE Strategic Research Agenda","comet"
"WOS:000419235700039","Improved DisTrad for Downscaling Thermal MODIS Imagery over Urban Areas","Aster"
"WOS:000419246800007","Conservation of hoverflies (Diptera, Syrphidae) requires complementary resources at the landscape and local scales","hoverflies"
"WOS:000419267600001","The spectrum of spontaneous coronary artery dissection: illustrated review of the literature","scad"
"WOS:000419292301036","Overview of the Galileo Reference Centre: Mission, Architecture and Operational Concept","permit"
"WOS:000419295200001","Leidenfrost drops cooling surfaces: theory and interferometric measurement","little necks"
"WOS:000419307300021","Broader head, stronger bite: In vivo bite forces in European eel Anguilla anguilla","lizard fish"
"WOS:000419311000005","First Old World record of the poorly known, swan-sized anseriform bird Paranyroca from the late Oligocene/early Miocene of France","swans"
"WOS:000419324000008","Ecosystem responses to elevated CO2 governed by plant-soil interactions and the cost of nitrogen acquisition","plants"
"WOS:000419339800012","Extinct, obscure or imaginary: The lizard species with the smallest ranges","reptiles"
"WOS:000419363200001","Automated Assessment of Endpoint and Kinematic Features of Skilled Reaching in Rats","slip"
"WOS:000419393100002","Cradle Removal in X-Ray Images of Panel Paintings","painted ray"
"WOS:000419405000006","Emulating single point bearing faults with the use of an active magnetic bearing","bears"
"WOS:000419409000009","Seafood substitution and mislabeling in Brussels' restaurants and canteens","tunas"
"WOS:000419415300009","Dynamic interactions between coastal storms and salt marshes: A review","sole (hybrid)"
"WOS:000419415700021","Weather related risks in Belgian arable agriculture","beet"
"WOS:000419416900001","Weichselian Lateglacial environmental and vegetation development in the Moervaart palaeolake area (NW Belgium); implications for former human occupation patterns","ostracods"
"WOS:000419440800015","Olfactory stimulation may promote oral feeding in immature newborn: a randomized controlled trial","smelt"
"WOS:000419476500013","The post-mortem history of a bone revealed by its trace element signature: The case of a fossil whale rostrum","whales"
"WOS:000419478000044","Effects of antibiotic-induced differences in bacterial load on growth and shape of early larval European seabass (Dicentrarchus labrax L.)","seabass"
"WOS:000419478000050","Lipid deposition patterns among different sizes of three commercial fish species","yellow croaker"
"WOS:000419525600022","Structure, folding and stability of a minimal homologue from Anemonia sulcata of the sea anemone potassium channel blocker ShK","similar shrimp"
"WOS:000419550700040","JASPAR 2018: update of the open-access database of transcription factor binding profiles and its web framework","vertebrates"
"WOS:000419555700001","THE PROPOSED DROPPING OF THE GENUS CRASSOSTREA FOR ALL PACIFIC CUPPED OYSTERS AND ITS REPLACEMENT BY ANEWGENUS MAGALLANA: A DISSENTING VIEW","Pacific oyster"
"WOS:000419565300003","Measurement of anisotropy and the search for ultra high energy cosmic ray sources","augers"
"WOS:000419566800004","Synergistic Interactions within a Multispecies Biofilm Enhance Individual Species Protection against Grazing by a Pelagic Protozoan","protozoans"
"WOS:000419567000075","Reciprocal sensitivity of diffuse large B-cell lymphoma cells to Bcl-2 inhibitors BIRD-2 versus venetoclax","birds"
"WOS:000419584800014","Neovascularization during leafy gall formation on Arabidopsis thaliana upon Rhodococcus fascians infection","vascular plants"
"WOS:000419593000016","RINspector: a Cytoscape app for centrality analyses and DynaMine flexibility prediction","permit"
"WOS:000419606600099","Roles of the distal Asp-Arg pair in Compound I formation of K. pneumoniae dye-decolorizing peroxidase","asp"
"WOS:000419668400032","Intraskeletal histovariability, allometric growth patterns, and their functional implications in bird-like dinosaurs","birds"
"WOS:000419675300049","Vessel-Specific Reintroduction of CINNAMOYL-COA REDUCTASE1 (CCR1) in Dwarfed ccr1 Mutants Restores Vessel and Xylary Fiber Integrity and Increases Biomass","vascular plants"
"WOS:000419679600001","Taxonomic annotation of public fungal ITS sequences from the built environment - a report from an April 10-11, 2017 workshop (Aberdeen, UK)","fungi"
