"uid","title","species"
"WOS:000310385400007","An agent-based model for analyzing land use dynamics in response to farmer behaviour and environmental change in the Pampanga delta (Philippines)","Chanos chanos"
"WOS:000310424000002","Diet of the Great Cormorant (Phalacrocorax carbo sinensis) at two areas at Lovstabukten, South Bothnian Sea, Sweden, based on otolith size-correction factors","Phoca vitulina"
"WOS:000310449100002","A peculiar case of intraspecific variability in the Chinese Notholca dongtingensis (Rotifera: Monogononta: Brachionidae)","Keratella tropica"
"WOS:000310711301008","Effect of naphthalene and copper nanoparticles on threespined stickleback (Gasterosteus aculeatus)","Gasterosteus aculeatus"
"WOS:000310837700002","Corticosterone, cortisol, triglycerides, aspartate aminotransferase and uric acid plasma concentrations during foie gras production in male mule ducks (Anas platyrhynchos x Cairina moschata)","Anas platyrhynchos"
"WOS:000310954900008","Cortisol is responsible for positive and negative effects in the ovarian maturation induced by the exposure to acute stressors in Nile tilapia, Oreochromis niloticus","Oreochromis niloticus"
"WOS:000310956000003","A comparative study of sexual product quality in F1 hybrids of the bream Abramis brama x the silver bream Blicca bjoerkna","Rutilus rutilus"
"WOS:000311011400018","Mutations in COX7B Cause Microphthalmia with Linear Skin Lesions, an Unconventional Mitochondrial Disease","Oryzias latipes"
"WOS:000311191700006","Physiological and proteomic responses to single and repeated hypoxia in juvenile Eurasian perch under domestication - Clues to physiological acclimation and humoral immune modulations","Oreochromis mossambicus"
"WOS:000311262100003","A review of recent freshwater dinoflagellate cysts: taxonomy, phylogeny, ecology and palaeocology","Gonyaulax tamarensis"
"WOS:000311378200006","Non-local genotypes of a resident grass species reduce invertebrate species richness","Phragmites australis"
"WOS:000312183200021","Nested 3D modeling of the spatial dynamics of nutrients and phytoplankton in a Lake Ontario nearshore zone","Cladophora glomerata"
"WOS:000312188500010","Molecular Evidence for Distinct Antarctic Lineages in the Cosmopolitan Terrestrial Diatoms Pinnularia borealis and Hantzschia amphioxys","Hantzschia amphioxys"
"WOS:000312441500002","Differential timing of gene expression regulation between leptocephali of the two Anguilla eel species in the Sargasso Sea","Anguilla rostrata"
"WOS:000312538400013","Potential effects of the invasive 'killer shrimp' (Dikerogammarus villosus) on macroinvertebrate assemblages and biomonitoring indices","Dikerogammarus villosus"
"WOS:000312758500013","Assessment of brown trout habitat suitability in the Jucar River Basin (SPAIN): Comparison of data-driven approaches with fuzzy-logic models and univariate suitability curves","Trutta trutta"
"WOS:000312954000001","Surviving in a toxic world: transcriptomics and gene expression profiling in response to environmental pollution in the critically endangered European eel","Anguilla anguilla"
"WOS:000313016000005","The relevance of temporal cues in a fish sound: a first experimental investigation using modified signals in cichlids","Oreochromis mossambicus"
"WOS:000313134300004","(Flat)fish stocks in an ecosystem and evolutionary perspective","Platichthys flesus"
"WOS:000313136200020","Immune Responses and Protection Against H5N1 Highly Pathogenic Avian Influenza Virus Induced by the Newcastle Disease Virus H5 Vaccine in Ducks","Anas platyrhynchos"
"WOS:000313155300055","Assessing the impact of chemical pollution on benthic invertebrates from three different European rivers using a weight-of-evidence approach","Potamopyrgus antipodarum"
"WOS:000313243600001","Description of Meloidoderita salina sp n. (Nematoda, Sphaeronematidae) from a micro-tidal salt marsh at Mont-Saint-Michel Bay in France","Meloidoderita salina"
"WOS:000313330800001","Sexual dimorphism of sonic apparatus and extreme intersexual variation of sounds in Ophidion rochei (Ophidiidae): first evidence of a tight relationship between morphology and sound characteristics in Ophidiidae","Poecilia reticulata"
"WOS:000313461600018","Simulating brown trout demogenetics in a river/nursery brook system: The individual-based model DemGenTrout","Trutta trutta"
"WOS:000313478700022","Is the genetic structure of Mediterranean Ruppia shaped by bird-mediated dispersal or sea currents?","Ruppia cirrhosa"
"WOS:000313547800004","Cues from Introduced Fish Alter Shelter Use and Feeding Behaviour in Adult Alpine Newts","Carassius carassius"
"WOS:000313569100014","Effects of the thermal threshold and the timing of temperature reduction on the initiation and course of oocyte development in cultured female of Eurasian perch Perca fluviatilis","Perca labrax"
"WOS:000313969000009","The Vegetation Silica Pool in a Developing Tidal Freshwater Marsh","Phragmites australis"
"WOS:000314133300006","The Ectocarpus Genome and Brown Algal Genomics The Ectocarpus Genome Consortium","Thalassiosira pseudonana"
"WOS:000314566200002","Fine tuning of feeding practices for hatchery produced Persian sturgeon, Acipenser persicus and Beluga sturgeon, Huso huso","Huso huso"
"WOS:000314633400001","In vivo effect confirmation of anti-androgenic compounds in sediment contact tests with Potamopyrgus antipodarum","Potamopyrgus antipodarum"
"WOS:000315125600006","Temperature dependence of long-term cadmium toxicity in the zebrafish is not explained by liver oxidative stress: Evidence from transcript expression to physiology","Carassius carassius"
"WOS:000315125600007","Differential responses in ammonia excretion, sodium fluxes and gill permeability explain different sensitivities to acute high environmental ammonia in three freshwater teleosts","Fundulus heteroclitus"
"WOS:000315125600026","Gene transcription reflects poor health status of resident European eel chronically exposed to environmental pollutants","Anguilla anguilla"
"WOS:000315125600048","Changes in trace elements during lactation in a marine top predator, the grey seal","Phoca vitulina"
"WOS:000315631700001","Seroepidemiology of Toxoplasma gondii infection in women of child-bearing age in central Ethiopia","Toxoplasma gondii"
"WOS:000315634900029","A first AFLP-Based Genetic Linkage Map for Brine Shrimp Artemia franciscana and Its Application in Mapping the Sex Locus","Daphnia pulex"
"WOS:000315723300012","Herbicides in the environment alter infection dynamics in a microbial host-parasite system","Asterionella formosa"
"WOS:000315750900001","Spawning behaviour and mating success in hybrids of silver bream (Blicca bjoerkna L.) and rudd (Scardinius erythrophthalmus L.) in an experimental environment","Scardinius erythrophthalmus"
"WOS:000316148800005","Luminal uptake of Vibrio (Listonella) anguillarum by shed enterocytes a novel early defence strategy in larval fish","Labrax labrax"
"WOS:000316271700012","Towards establishing broad-spectrum disease resistance in plants: silicon leads the way","Cylindrotheca fusiformis"
"WOS:000316444400005","Tetraselmis indica (Chlorodendrophyceae, Chlorophyta), a new species isolated from salt pans in Goa, India","Tetraselmis cordiformis"
"WOS:000316444400007","Heterothallic sexual reproduction in the model diatom Cylindrotheca","Cylindrotheca fusiformis"
"WOS:000316479700012","Structure and ecology of freshwater benthic diatom communities from Byers Peninsula, Livingston Island, South Shetland Islands","Fragilaria capucina"
"WOS:000316517200019","Persistent organic pollutants and methoxylated polybrominated diphenyl ethers in different tissues of white-tailed eagles (Haliaeetus albicilla) from West Greenland","Haliaeetus albicilla"
"WOS:000316531900005","Proteomic responses of peripheral blood mononuclear cells in the European eel (Anguilla anguilla) after perfluorooctane sulfonate exposure","Anguilla anguilla"
"WOS:000316679700006","Asymmetry in threespine stickleback lateral plates","Gasterosteus aculeatus"
"WOS:000316715000015","Selective settlement of deep-sea canyon nematodes after resuspension - an experimental approach","Chromadorita tenuis"
"WOS:000316826800017","Role of plants in metal cycling in a tidal wetland: Implications for phytoremidiation","Phragmites australis"
"WOS:000316913200005","H-1-NMR study of the metabolome of an exceptionally anoxia tolerant vertebrate, the crucian carp (Carassius carassius)","Carassius carassius"
"WOS:000316926900003","Experimental infection of juvenile domestic and Canada geese with two different clades of H5N1 high pathogenicity avian influenza virus","Anas platyrhynchos"
"WOS:000316991400079","The feeding apparatus of first feeding European eel (Anguilla anguilla) larvae: a functional morphological approach","Anguilla anguilla"
"WOS:000317195800002","Recent Insights into the Cell Biology of Thyroid Angiofollicular Units","Petromyzon marinus"
"WOS:000317262200131","Differential Hepatic Metal and Metallothionein Levels in Three Feral Fish Species along a Metal Pollution Gradient","Rutilus rutilus"
"WOS:000317472000031","Individual and among-population variation in dispersal-related traits in Natterjack toads","Gasterosteus aculeatus"
"WOS:000317571800001","Neural circuits mediating olfactory-driven behavior in fish","Carassius carassius"
"WOS:000317628300015","Silicon controls microbial decay and nutrient release of grass litter during aquatic decomposition","Phragmites australis"
"WOS:000317638000003","Feeding and swimming modulate iono-and-hormonal regulation differently in goldfish, Carassius auratus and common carp, Cyprinus carpio","Salvelinus fontinalis"
"WOS:000317680300020","Permanent Genetic Resources added to Molecular Ecology Resources Database 1 December 201231 January 2013","Vimba vimba"
"WOS:000317686800014","Adding parasites to the guppy-predation story: insights from field surveys","Poecilia reticulata"
"WOS:000317701600011","Regulation of amino acid metabolism as a defensive strategy in the brain of three freshwater teleosts in response to high environmental ammonia exposure","Periophthalmodon schlosseri"
"WOS:000317909500036","Behaviours Associated with Acoustic Communication in Nile Tilapia (Oreochromis niloticus)","Oreochromis niloticus"
"WOS:000318207400002","Brachycoelium salamandrae (Frolich, 1789) (Digenea: Brachycoeliidae): Ultrastructural study of spermiogenesis and the mature spermatozoon","Trutta trutta"
"WOS:000318387000018","Detecting genome-wide gene transcription profiles associated with high pollution burden in the critically endangered European eel","Anguilla anguilla"
"WOS:000318774500012","Mechanistic and evolutionary aspects of light-induced dormancy termination in a temporary pond crustacean","Daphnia pulex"
"WOS:000319030700009","Chromium (VI) induced acute toxicity and genotoxicity in freshwater stinging catfish, Heteropneustes fossilis","Heteropneustes fossilis"
"WOS:000319094200009","Spatial trends of dioxin-like compounds in Atlantic anguillid eels","Anguilla rostrata"
"WOS:000319095400005","An individual-based model for the migration of pike (Esox lucius) in the river Yser, Belgium","Lucius lucius"
"WOS:000319098100010","The evolutionary time machine: using dormant propagules to forecast how populations can adapt to changing environments","Daphnia pulex"
"WOS:000319107900054","Group Behavioural Responses of Atlantic Salmon (Salmo salar L.) to Light, Infrasound and Sound Stimuli","Salmo salar"
"WOS:000319222000001","Aquaculture and stress management: a review of probiotic intervention","Salmo mykiss"
"WOS:000319233300006","First evidence of the possible implication of the 11-deoxycorticosterone (DOC) in immune activity of Eurasian perch (Perca fluviatilis, L.): Comparison with cortisol","Perca fluviatilis"
"WOS:000319523400004","Skeletal anomalies in reared European fish larvae and juveniles. Part 1: normal and anomalous skeletogenic processes","Salmo salmo"
"WOS:000319523400005","Skeletal anomalies in reared European fish larvae and juveniles. Part 2: main typologies, occurrences and causative factors","Salmo mykiss"
"WOS:000319646100291","Evaluation of estrogenic endocrine disruptors effects on rainbow trout (Oncorhynchus mykiss) immunity","Oncorhynchus mykiss"
"WOS:000320394200003","Two new Orthoseira species (Bacillariophyceae) from lava tubes on Ile Amsterdam and Big Island (Hawai'i)","Cavernosa kapitiana"
"WOS:000320396300015","A resource of genome-wide single-nucleotide polymorphisms generated by RAD tag sequencing in the critically endangered European eel","Anguilla rostrata"
"WOS:000320419500023","Resource use analysis of Pangasius aquaculture in the Mekong Delta in Vietnam using Exergetic Life Cycle Assessment","Pangasius pangasius"
"WOS:000320746000039","Zebrafish as a model to study peripheral thyroid hormone metabolism in vertebrate development","Fundulus heteroclitus"
"WOS:000320836900004","Ecological and spatial factors drive intra- and interspecific variation in exposure of subarctic predatory bird nestlings to persistent organic pollutants","Haliaeetus albicilla"
"WOS:000321065900020","Hard X-ray nanoprobe investigations of the subtissue metal distributions within Daphnia magna","Daphnia magna"
"WOS:000321088200019","Emerging contaminants in Belgian marine waters: Single toxicant and mixture risks of pharmaceuticals","Oryzias latipes"
"WOS:000321444900018","Forecasting fish distribution along stream networks: brown trout (Salmo trutta) in Europe","Trutta trutta"
"WOS:000321544400006","Gomphonema varioreduncum sp nov., a new species from northern and western Europe and a re-examination of Gomphonema exilissimum","Gomphonema parvulum"
"WOS:000321549200009","Testosterone levels and fecundity in the hermaphroditic aquatic snail Lymnaea stagnalis exposed to testosterone and endocrine disruptors","Potamopyrgus antipodarum"
"WOS:000321614700027","Modulation of Rh glycoproteins, ammonia excretion and Na+ fluxes in three freshwater teleosts when exposed chronically to high environmental ammonia","Salmo mykiss"
"WOS:000321963200009","Effect of different commercial spawning agents and thermal regime on the effectiveness of pikeperch, Sander lucioperca (L.), reproduction under controlled conditions","Sander lucioperca"
"WOS:000322159200003","Ecology of the riverine Garra species (Teleostei, Cypriniformes) in reservoirs of the semi-arid highlands of northern Ethiopia: temporal dynamics of feeding activity","Perca fluviatilis"
"WOS:000322253800028","COMBINED EXPOSURE TO CYANOBACTERIA AND CARBARYL RESULTS IN ANTAGONISTIC EFFECTS ON THE REPRODUCTION OF DAPHNIA PULEX","Daphnia pulex"
"WOS:000322293600013","Predator cues magnify effects of the pesticide endosulfan in water bugs in a multi-species test in outdoor containers","Sigara striata"
"WOS:000322342600008","Kinematics of Terrestrial Capture of Prey by the Eel-Catfish Channallabes apus","Periophthalmus sobrinus"
"WOS:000322351600001","Habitat prediction and knowledge extraction for spawning European grayling (Thymallus thymallus L.) using a broad range of species distribution models","Thymallus thymallus"
"WOS:000322628600010","Gonadotropin releasing hormone (GnRH) and gonadotropin inhibitory hormone (GnIH) in the songbird hippocampus: Regional and sex differences in adult zebra finches","Petromyzon marinus"
"WOS:000322859900005","Effect of water quality on waterbugs (Hemiptera: Gerromorpha & Nepomorpha) in Flanders (Belgium): results from a large-scale field survey","Sigara striata"
"WOS:000322901200004","Constitutive but no Triops-induced differences in bet-hedging strategies for hatching in Daphnia","Daphnia magna"
"WOS:000322929800023","Arsenic induced toxicity and histopathological changes in gill and liver tissue of freshwater fish, tilapia (Oreochromis mossambicus)","Oreochromis mossambicus"
"WOS:000322955200012","Sound production mechanism in Gobius paganellus (Gobiidae)","Gobius paganellus"
"WOS:000323104300006","Testing for local adaptation in the Gasterosteus-Gyrodactylus host-parasite system","Gasterosteus aculeatus"
"WOS:000323369700079","Connectivity between Migrating and Landlocked Populations of a Diadromous Fish Species Investigated Using Otolith Microchemistry","Osmerus eperlanus"
"WOS:000323549300009","Observation of a Humpback Whale (Megaptera novaeangliae) Birth in the Coastal Waters of Sainte Marie Island, Madagascar","Delphinapterus leucas"
"WOS:000323557100005","Description of the ovarian follicle maturation of the migratory adult female bulatmai barbel (Luciobarbus capito,Guldenstadt 1772) in captivity","Luciobarbus capito"
"WOS:000323654500004","A bit of quiet between the migrations: the resting life of the European eel during their freshwater growth phase in a small stream","Anguilla rostrata"
"WOS:000323851500014","Assessing levels of halogenated organic compounds in mass-stranded long-finned pilot whales (Globicephala melas) from Australia","Phoca vitulina"
"WOS:000323901900009","Seasonal succession of cyanobacterial protease inhibitors and Daphnia magna genotypes in a eutrophic Swedish lake","Daphnia magna"
"WOS:000324330600008","Unravelling the blood supply to the zebrafish pharyngeal jaws and teeth","Oncorhynchus mykiss"
"WOS:000324401500041","Does Virulence Assessment of Vibrio anguillarum Using Sea Bass (Dicentrarchus labrax) Larvae Correspond with Genotypic and Phenotypic Characterization?","Labrax labrax"
"WOS:000324511700017","Effects of dietary arabinoxylan-oligosaccharides (AXOS) and endogenous probiotics on the growth performance, non-specific immunity and gut microbiota of juvenile Siberian sturgeon (Acipenser baerii)","Labeo rohita"
"WOS:000324516700001","Methane transport and emissions from soil as affected by water table and vascular plants","Phragmites australis"
"WOS:000324683400009","The distribution of sexual reproduction of the geographic parthenogen Eucypris virens (Crustacea: Ostracoda) matches environmental gradients in a temporary lake","Potamopyrgus antipodarum"
"WOS:000324774000006","Expanding roles for the evolutionarily conserved Dmrt sex transcriptional regulators during embryogenesis","Oryzias latipes"
"WOS:000324901600007","Kinematic analysis of swimming ontogeny in seabass (Dicentrarchus labrax)","Labrax labrax"
"WOS:000325121900007","Cortisol emphasizes the metabolic strategies employed by common carp, Cyprinus carpio at different feeding and swimming regimes","Salmo mykiss"
"WOS:000325222100021","The impact of viral tropism and housing conditions on the transmission of three H5/H7 low pathogenic avian influenza viruses in chickens","Anas platyrhynchos"
"WOS:000325482700013","PLASMA CONCENTRATIONS OF ORGANOHALOGENATED POLLUTANTS IN PREDATORY BIRD NESTLINGS: ASSOCIATIONS TO GROWTH RATE AND DIETARY TRACERS","Haliaeetus albicilla"
"WOS:000325807200026","Behavior of Yersinia enterocolitica in the Presence of the Bacterivorous Acanthamoeba castellanii","Acanthamoeba polyphaga"
"WOS:000325907300005","Data-driven habitat analysis of the Ponto-Caspian amphipod Dikerogammarus villosus in two invaded regions in Europe","Dikerogammarus villosus"
"WOS:000325907300006","Modelling a pike (Esox lucius) population in a lowland river using a cellular automaton","Lucius lucius"
"WOS:000325930500007","A conserved motif flags acyl carrier proteins for beta-branching in polyketide synthesis","Lyngbya majuscula"
"WOS:000325986500016","Prebiotic effects of arabinoxylan oligosaccharides on juvenile Siberian sturgeon (Acipenser baerii) with emphasis on the modulation of the gut microbiota using 454 pyrosequencing","Salvelinus alpinus"
"WOS:000326009200006","How to handle unexpected biological abnormalities observed in the pre-donation workup for hematopoietic stem cell transplantation: An SFGM-TC report on pre-transplant cytomegalovirus, Epstein-Barr virus, Toxoplasma gondii, or syphilis IgM positive serology test","Toxoplasma gondii"
"WOS:000326034500087","Sensitivity of the Green Alga Pediastrum duplex Meyen to Allelochemicals Is Strain-Specific and Not Related to Co-Occurrence with Allelopathic Macrophytes","Myriophyllum spicatum"
"WOS:000326163000026","Short-term periodic feed deprivation in Labeo rohita fingerlings: Effect on the activities of digestive, metabolic and anti-oxidative enzymes","Labeo rohita"
"WOS:000326417600065","A species-to-be? The genetic status and colonization history of the critically endangered Killarney shad","Alosa fallax"
"WOS:000326926700009","H-1-NMR study of the metabolome of a moderately hypoxia-tolerant fish, the common carp (Cyprinus carpio)","Cyprinus carassius"
"WOS:000327109500005","Microbial ecology of Vietnamese Tra fish (Pangasius hypophthalmus) fillets during processing","Pangasius pangasius"
"WOS:000327111300001","Esterification of vertebrate like steroids in molluscs: A target of endocrine disruptors?","Potamopyrgus antipodarum"
"WOS:000327427800002","Haem-Based Sensors: A Still Growing Old Superfamily","Vibrio subtilis"
"WOS:000327573500008","The role of structuring benthos for juvenile flatfish","Pleuronectes flesus"
"WOS:000327670300085","Introduced Goldfish Affect Amphibians through Inhibition of Sexual Behaviour in Risky Habitats: an Experimental Approach","Carassius carassius"
"WOS:000327896400009","Effect of land use on pollution status and risk of fish endocrine disruption in small farmland ponds","Rutilus rutilus"
"WOS:000327901200006","Seroprevalence of Zoonotic Parasites in Pigs Slaughtered in the Kathmandu Valley of Nepal","Toxoplasma gondii"
"WOS:000328093900013","Compensatory responses in common carp (Cyprinus carpio) under ammonia exposure: Additional effects of feeding and exercise","Salmo punctatus"
"WOS:000328093900021","Relationships between in vitro lymphoproliferative responses and levels of contaminants in blood of free-ranging adult harbour seals (Phoca vitulina) from the North Sea","Phoca vitulina"
"WOS:000328093900042","Transcription patterns of genes encoding four metallothionein homologs in Daphnia pulex exposed to copper and cadmium are time- and homolog-dependent","Daphnia pulex"
"WOS:000328176000038","Full method validation for the determination of hexachlorobenzene and hexachlorobutadiene in fish tissue by GC-IDMS","Silurus glanis"
"WOS:000328544600028","Silicon-vegetation interaction inmultiple ecosystems: a review","Phragmites australis"
"WOS:000328672600003","Antiparasite treatments reduce humoral immunity and impact oxidative status in raptor nestlings","Haliaeetus albicilla"
"WOS:000328745100190","Entrance and Survival of Brucella pinnipedialis Hooded Seal Strain in Human Macrophages and Epithelial Cells","Phoca vitulina"
"WOS:000329002000004","In vivo response of some immune and endocrine variables to LPS in Eurasian perch (Perca fluviatilis, L.) and modulation of this response by two corticosteroids, cortisol and 11-deoxycorticosterone","Perca fluviatilis"
"WOS:000329071300019","The regulatory loop between gut cholecystokinin and tryptic enzyme activitcxuy in sea bass (Dicentrarchus labrax) larvae is influenced by different feeding regimes and trigger substances","Clupea senegalensis"
"WOS:000329202200018","Diversity and distribution of Brachionidae (Rotifera) in Thailand, with a key to the species","Keratella tropica"
"WOS:000329202200020","Rotifers from Thuy Tien lake and Nhu Y river in central Vietnam, with a description of Ploesoma asiaticum new species (Rotifera: Monogononta)","Ploesoma hudsoni"
"WOS:000329206600014","Using DNA barcoding to differentiate invasive Dreissena species (Mollusca, Bivalvia)","Dreissena bugensis"
"WOS:000329367100014","Protocol for quantitative shape analysis of deformities in early larval European seabass Dicentrarchus labrax","Labrax labrax"
"WOS:000329472000018","In vitro selection and characterization of putative probiotics isolated from the gut of Acipenser baerii (Brandt, 1869)","Acipenser baerii"
"WOS:000329502400012","Ultrastructural Alterations in the Gills of Labeo rohita Fingerlings Exposed to Thermal Extremes","Labeo rohita"
"WOS:000329522700001","Contribution to the study of acoustic communication in two Belgian river bullheads (Cottus rhenanus and C. perifretum) with further insight into the sound-producing mechanism","Gobio gobio"
"WOS:000329548800089","The Combined Effect of Dissolved Organic Carbon and Salinity on the Bioaccumulation of Copper in Marine Mussel Larvae","Fundulus heteroclitus"
"WOS:000329549800006","The round goby Neogobius melanostomus (PALLAs, 1814) (Perciformes: Gobficlae), an invasive species in the Albert Canal (Belgium)","Neogobius melanostomus"
"WOS:000329556600024","AN APPROACH TO ASSESS THE REGULATORY RELEVANCE OF MICROEVOLUTIONARY EFFECTS IN ECOLOGICAL RISK ASSESSMENT OF CHEMICALS: A CASE STUDY WITH CADMIUM","Heterandria formosa"
"WOS:000329583000079","A Spatially Explicit Migration Model for Pike","Lucius lucius"
"WOS:000329624300011","Seasonal- and sex-specific correlations between dispersal and exploratory behaviour in the great tit","Salvelinus fontinalis"
"WOS:000329700900001","Cocconeis pinnata W. Gregory ex Greville (Bacillariophyta): Lectotypification and an emended description after examination of type material and South Pacific specimens","Cocconeis pinnata"
"WOS:000329980000011","Regional environmental pressure influences population differentiation in turbot (Scophthalmus maximus)","Platichthys flesus"
"WOS:000330023100004","A new genus with six new species of Typhlopolycystidinae Evdonin, 1977 (Platyhelminthes, Kalyptorhynchia, Polycystididae)","Brunetorhynchus microstylis"
"WOS:000330724400002","Mortality of European eel after downstream migration through two types of pumping stations","Anguilla anguilla"
"WOS:000330899500013","Fish as Research Tools: Alternatives to In Vivo Experiments","Carassius carassius"
"WOS:000330917000005","WOUNDED BODIES IN THE NARRATIVE OF RITA INDIANA HERNANDEZ, KING EMMANUEL ANDUJAR AND JUNOT DIAZ","Rita rita"
"WOS:000330950900015","A gene with major phenotypic effects as a target for selection vs. homogenizing gene flow","Gasterosteus aculeatus"
"WOS:000331851900005","Local and regional founder effects in lake zooplankton persist after thousands of years despite high dispersal potential","Daphnia longispina"
"WOS:000331880700107","Do Photobiont Switch and Cephalodia Emancipation Act as Evolutionary Drivers in the Lichen Symbiosis? A Case Study in the Pannariaceae (Peltigerales)","Nostoc commune"
"WOS:000332049100024","Are persistent organic pollutants and metals in eel muscle predictive for the ecological water quality?","Anguilla anguilla"
"WOS:000332220100006","Context dependency of infectious disease: the cyanobacterium Microcystis aeruginosa decreases white bacterial disease in Daphnia magna","Daphnia magna"
"WOS:000332699400004","Evolutionary and plastic responses of freshwater invertebrates to climate change: realized patterns and future potential","Simocephalus vetulus"
"WOS:000333028100020","The Gyrodactylus (Monogenea, Gyrodactylidae) parasite fauna of freshwater sand gobies (Teleostei, Gobioidei) in their centre of endemism, with description of seven new species","Knipowitschia caucasica"
"WOS:000333544800006","Salinity and depth as structuring factors of cryptic divergence in Moina brachiata (Crustacea: Cladocera)","Moina brachiata"
"WOS:000333776000051","Genome-Wide Transcription Profiles Reveal Genotype-Dependent Responses of Biological Pathways and Gene-Families in Daphnia Exposed to Single and Mixed Stressors","Daphnia pulex"
"WOS:000333964700011","An evolutionary perspective on the resistance of Daphnia to the epizoic rotifer Brachionus rubens","Daphnia magna"
"WOS:000334001000008","Ecotoxicity of binary mixtures of Microcystis aeruginosa and insecticides to Daphnia pulex","Daphnia pulex"
"WOS:000334126100004","Food and space revisited: The role of drift-feeding theory in predicting the distribution, growth, and abundance of stream salmonids","Thymallus thymallus"
"WOS:000334284000002","Microbial interference and potential control in culture of European eel (Anguilla anguilla) embryos and larvae","Anguilla japonica"
"WOS:000334476900015","Levels of antioxidants in breeding female Audouin's gulls and their deposition in eggs across different environments","Procambarus clarkii"
"WOS:000334480800006","Brominated and phosphorus flame retardants in White-tailed Eagle Haliaeetus albicilla nestlings: Bioaccumulation and associations with dietary proxies (delta C-13, delta N-15 and delta S-34)","Haliaeetus albicilla"
"WOS:000334689100001","USING AN INTEGRATED MODELLING APPROACH FOR RISK ASSESSMENT OF THE 'KILLER SHRIMP' Dikerogammarus villosus","Dikerogammarus villosus"
"WOS:000334900900004","The fishes of the Upper Luapula area (Congo basin): a fauna of mixed origin","Oreochromis andersonii"
"WOS:000335229600003","Modelling occurrence of roach ""Rutilus rutilus"" in streams","Rutilus rutilus"
"WOS:000335240300143","Effects of Age, Adipose Percent, and Reproduction on PCB Concentrations and Profiles in an Extreme Fasting North Pacific Marine Mammal","Phoca vitulina"
"WOS:000335390400005","Optimisation of adjusted barrier management to improve glass eel migration at an estuarine barrier","Anguilla anguilla"
"WOS:000335429000002","An overview of existing raptor contaminant monitoring activities in Europe","Haliaeetus albicilla"
"WOS:000335580300004","Development of a bacterial challenge test for gnotobiotic Nile tilapia Oreochromis niloticus larvae","Oreochromis niloticus"
"WOS:000335625100024","Assessment of persistent brominated and chlorinated organic contaminants in the European eel (Anguilla anguilla) in Flanders, Belgium: Levels, profiles and health risk","Anguilla anguilla"
"WOS:000335667500011","Effect of hormone injection frequency on the lipid content and fatty acid compositions in gonad, muscle and liver of Anguilla japonica during artificial maturation","Anguilla japonica"
"WOS:000335746400003","The Impact of Fusarium Mycotoxins on Human and Animal Host Susceptibility to Infectious Diseases","Pangasius pangasius"
"WOS:000335804700007","Influence of domestication process on immune response to repeated emersion stressors in Eurasian perch (Perca fluviatilis, L.)","Perca fluviatilis"
"WOS:000335859700003","Under niche construction: an operational bridge between ecology, evolution, and ecosystem science","Poecilia reticulata"
"WOS:000335889800004","Three new araphid diatoms (Bacillariophyta) from the Maritime Antarctic Region","Staurosirella pinnata"
"WOS:000336285600009","Effects of climate change on Canada's Pacific marine ecosystems: a summary of scientific knowledge","Oncorhynchus nerka"
"WOS:000336343600011","Exposure to sediments from polluted rivers has limited phenotypic effects on larvae and adults of Chironomus riparius","Oryzias latipes"
"WOS:000336473400021","Osterix/Sp7 regulates biomineralization of otoliths and bone in medaka (Oryzias latipes)","Oryzias latipes"
"WOS:000336501000008","Assessing patterns of hybridization between North Atlantic eels using diagnostic single-nucleotide polymorphisms","Anguilla rostrata"
"WOS:000336863900128","Anti-Oxidative Defences Are Modulated Differentially in Three Freshwater Teleosts in Response to Ammonia-Induced Oxidative Stress","Salmo mykiss"
"WOS:000337497800002","Typification and taxonomy of Gyrosigma tenuissimum (W. Sm.) JW Griffith & Henfr., comparison with Gyrosigma coelophilum N. Okamoto & Nagumo and description of two new taxa: Gyrosigma tenuissimum var. gundulae var. nov and Gyrosigma baculum sp nov (Pleurosigmataceae, Bacillariophyta)","Gyrosigma tenuissimum"
"WOS:000337611400010","Computational identification of miRNAs, their targets and functions in three-spined stickleback (Gasterosteus aculeatus)","Gasterosteus elegans"
"WOS:000337683700002","Cichlids respond to conspecific sounds but females exhibit no phonotaxis without the presence of live males","Neogobius melanostomus"
"WOS:000337683700008","Movement patterns of adult pike (Esox lucius L.) in a Belgian lowland river","Lucius lucius"
"WOS:000338005600003","Molecular regulation of the diatom cell cycle","Thalassiosira pseudonana"
"WOS:000338009500004","Lead- and cadmium-induced histopathological changes in gill, kidney and liver tissue of freshwater climbing perch Anabas testudineus (Bloch, 1792)","Anabas testudineus"
"WOS:000338707800028","rpoD Gene Pyrosequencing for the Assessment of Pseudomonas Diversity in a Water Sample from the Woluwe River","Pseudomonas stutzeri"
"WOS:000338714800005","New species and combinations in the genus Geissleria (Bacillariophyceae)","Navicula capitata"
"WOS:000338838000015","Gene pleiotropy constrains gene expression changes in fish adapted to different thermal conditions","Thymallus thymallus"
"WOS:000338914400010","Revision of the genus Eunotia (Bacillariophyta) in the Antarctic Region","Eunotia amayae"
"WOS:000339418300002","Intersex Occurrence in Rainbow Trout (Oncorhynchus mykiss) Male Fry Chronically Exposed to Ethynylestradiol","Trutta trutta"
"WOS:000339699800003","Application of Probabilistic Neural Networks to microhabitat suitability modelling for adult brown trout (Salmo trutta L.) in Iberian rivers","Trutta trutta"
